Sold to Party Number,Sold to Country/State,Bill to Party Acct,Bill to party Country/State,Ship to Party Number,Ship to Country/State,End Customer Number,Mock MPN,Mock Plant,Mock Manufacturer,Plant Materal - Supplier Lead Time (Key),ATP Date,Cust Required date,Order Qty,Remaining qty,Ext Resale,Unit Price
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,86.26,0.27384127
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,86.26,0.27384127
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,44953,44946,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44957,44895,486,281,3292.76,11.71800712
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44957,44916,936,274,3210.73,11.7179927
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44958,44916,936,662,7757.32,11.71800604
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45322,45322,315,315,86.27,0.273873016
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45322,45322,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45322,45322,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45322,45322,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45322,45322,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45322,45322,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44958,44937,126,38,445.28,11.71789474
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44964,44937,126,88,1031.19,11.71806818
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44958,44923,900,900,10546.2,11.718
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,44960,44960,550,550,4455,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44964,44951,855,112,1312.42,11.71803571
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44989,44951,855,743,8706.47,11.71799462
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN138,Plant 1,MFR2,777,44964,44964,4000,4000,260,0.065
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45329,45329,945,945,2.09,0.00221164
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45329,45329,945,945,2.09,0.00221164
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45329,45329,945,945,2.09,0.00221164
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45329,45329,945,945,2.09,0.00221164
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45329,45329,945,945,258.79,0.273851852
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45329,45329,945,945,2.09,0.00221164
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45329,45329,600,600,10354.08,17.2568
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN139,Plant 1,MFR2,777,44966,44966,1500,1500,1408.35,0.9389
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45331,45331,440,440,7592.99,17.25679545
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45331,45331,200,200,3561.6,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,44968,44939,200,142,2528.74,17.80802817
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,44968,44960,200,58,1032.86,17.80793103
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45010,44960,200,142,2528.74,17.80802817
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN140,Plant 1,MFR2,777,45336,45336,128,128,202.24,1.58
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45336,45336,40,40,690.27,17.25675
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45338,45338,200,200,3451.36,17.2568
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,44974,44974,560,111,1915.51,17.25684685
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,44979,44974,560,449,7748.3,17.25679287
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN138,Plant 1,MFR2,777,44979,44979,4000,4000,260,0.065
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN141,Plant 1,MFR2,777,44979,44979,2600,2600,234,0.09
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,44979,44976,40,40,690.27,17.25675
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN142,Plant 1,MFR2,777,44980,44980,1500,1500,3000,2
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,44981,44981,550,550,4455,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,44981,44981,520,520,8973.54,17.25680769
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN143,Plant 1,MFR2,777,44985,44985,1300,1300,195,0.15
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45350,45350,100,100,1780.8,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,44988,44988,300,300,2430,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44989,44951,594,594,6960.49,11.71799663
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44989,44965,720,720,8436.96,11.718
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44989,44972,684,43,503.87,11.71790698
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,44994,44972,684,200,2343.6,11.718
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,45002,44972,684,441,5167.64,11.71800454
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45357,45357,100,100,1780.8,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45363,45363,360,360,6212.45,17.25680556
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45364,45364,280,280,4831.9,17.25678571
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45364,45364,280,280,4831.9,17.25678571
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,45002,45000,149,149,1745.98,11.71798658
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45002,45002,150,150,1215,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45002,45002,440,440,7592.99,17.25679545
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45546,45546,80,11,189.82,17.25636364
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45734,45546,80,69,1190.72,17.25681159
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45539,45539,100,58,1032.86,17.80793103
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45734,45539,100,42,747.94,17.80809524
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45734,45546,126,126,2243.81,17.80801587
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45734,45562,6,6,106.85,17.80833333
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45370,45370,360,360,6212.45,17.25680556
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN138,Plant 1,MFR2,777,45007,45007,2000,2000,130,0.065
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45009,45009,150,150,1215,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45009,45009,440,440,7592.99,17.25679545
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45010,44974,200,200,3561.6,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45010,44988,100,100,1780.8,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45010,45009,100,100,1780.8,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN136,Plant 1,MFR2,777,45014,45014,1098,1098,12866.36,11.71799636
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45016,45016,160,160,2761.09,17.2568125
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45385,45385,315,315,86.27,0.273873016
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45385,45385,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45385,45385,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45385,45385,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45385,45385,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45385,45385,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45385,45385,100,100,1780.8,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN144,Plant 1,MFR2,777,45020,45020,1500,1500,1035,0.69
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN138,Plant 1,MFR2,777,45021,45021,2000,2000,130,0.065
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45023,45023,550,550,4455,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45392,45392,680,680,11734.62,17.25679412
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45392,45392,300,300,5342.4,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN140,Plant 1,MFR2,777,45028,44986,115,115,181.7,1.58
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN140,Plant 1,MFR2,777,45028,44986,13,13,20.54,1.58
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45028,45028,250,250,2025,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45399,45399,480,480,8283.26,17.25679167
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45035,45035,200,200,1620,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN142,Plant 1,MFR2,777,45041,45041,1500,1500,3000,2
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45042,45042,450,450,3645,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45044,45044,480,480,8283.26,17.25679167
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45044,45044,300,300,5342.4,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN138,Plant 1,MFR2,777,45048,45048,4000,4000,260,0.065
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45049,45049,900,900,7290,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45049,45049,50,50,405,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45051,45051,120,120,2070.82,17.25683333
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,86.27,0.273873016
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,86.27,0.273873016
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45420,45420,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45420,45420,100,100,1780.8,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45056,45056,500,500,4050,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45427,45427,40,40,690.27,17.25675
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45070,45070,200,200,1620,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN145,Plant 1,MFR2,777,45072,44986,1000,1000,15918,15.918
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45441,45441,315,315,86.27,0.273873016
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45441,45441,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45441,45441,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45441,45441,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45441,45441,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45441,45441,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45077,45077,400,400,3240,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45079,45079,600,600,10354.08,17.2568
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45079,45079,200,200,3561.6,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45448,45448,100,100,1780.8,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45084,45084,1350,1350,10935,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45091,45091,350,350,2835,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45098,45098,300,300,2430,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45105,45105,250,250,2025,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45112,45112,850,850,6885,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45114,45114,200,200,3561.6,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45483,45483,80,80,1380.54,17.25675
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN137,Plant 1,MFR2,777,45483,45483,200,200,3561.6,17.808
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45119,45119,300,300,2430,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45490,45490,120,120,2070.82,17.25683333
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45126,45126,700,700,5670,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN135,Plant 1,MFR2,777,45497,45497,160,160,2761.09,17.2568125
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45133,45133,350,350,2835,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45504,45504,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45504,45504,315,315,86.27,0.273873016
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45504,45504,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45504,45504,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45504,45504,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45504,45504,315,315,0.7,0.002222222
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN134,Plant 1,MFR2,777,45140,45140,400,400,3240,8.1
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45143,44928,630,630,1.39,0.002206349
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45143,44928,630,630,172.52,0.27384127
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45143,44928,630,630,1.39,0.002206349
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45143,44928,630,630,1.39,0.002206349
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45143,44928,630,630,1.39,0.002206349
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45143,44928,630,630,1.39,0.002206349
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45143,44928,1260,1260,2.78,0.002206349
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45143,44928,1260,1260,345.05,0.273849206
Customer 17365,Internationl Country,Customer 6145,MY/IC,Customer 31854,Internationl Country,Customer 2418,MPN130,Plant 6,MFR23,,45143,44928,1260,1260,2.78,0.002206349
